Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
ave16_meta,1,0-1-2-,956,7,488,288,157,0,1970,946,7,7,7.00,23,-,2.1701ns,-,-,-,-,47,-,-
ave16_meta,1,1-2-4-,1495,1,775,720,0,0,2172,1092,2,2,2.00,0,0,1.335ns,-,-,-,-,1,-,-
ave16_meta,1,0-1-4-,2389,6,1731,300,305,0,5215,2563,6,6,6.00,53,-,3.51ns,-,-,-,-,34,-,-
ave16_meta,1,1-4-3-,2199,4,843,984,327,20,3873,1874,5,4,4.50,25,0,3.0873ns,-,-,-,-,8,-,-
ave16_meta,1,0-4-4-,5424,12,2438,1170,1651,0,12264,5196,12,12,12.00,165,-,3.51ns,-,-,-,-,28,-,-
ave16_meta,1,1-2-2-,1773,2,517,984,269,0,2812,1310,3,3,3.00,3,0,2.408ns,-,-,-,-,8,-,-
ave16_meta,1,1-4-1-,1904,3,780,792,292,20,3502,1635,4,3,3.50,20,0,1.335ns,-,-,-,-,5,-,-
ave16_meta,1,0-4-0-,794,7,274,264,225,0,1769,829,7,7,7.00,31,-,1.7301ns,-,-,-,-,39,-,-
ave16_meta,1,0-5-3-,2887,9,949,528,1315,0,7130,2917,9,9,9.00,95,-,3.1401ns,-,-,-,-,19,-,-
ave16_meta,1,0-2-0-,783,19,267,270,188,0,1893,840,19,19,19.00,58,-,1.4801ns,-,-,-,-,47,-,-
ave16_meta,1,0-0-1-,1926,17,465,798,619,0,4079,1591,17,17,17.00,44,-,2.475ns,-,-,-,-,17,-,-
ave16_meta,1,1-3-2-,1870,4,528,990,299,28,3088,1437,5,4,4.50,25,0,2.598ns,-,-,-,-,16,-,-
ave16_meta,1,1-0-0-,1538,2,267,990,278,0,2308,1033,3,3,3.00,3,0,1.8173ns,-,-,-,-,16,-,-
ave16_meta,1,0-2-3-,2256,8,884,996,342,0,4175,1929,8,8,8.00,34,-,2.96ns,-,-,-,-,12,-,-
ave16_meta,1,0-2-2-,1452,12,470,624,320,0,2947,1286,12,12,12.00,38,-,2.27ns,-,-,-,-,24,-,-
ave16_meta,1,1-0-4-,1495,1,775,720,0,0,2172,1092,2,2,2.00,0,0,1.335ns,-,-,-,-,1,-,-
ave16_meta,1,1-2-3-,2088,2,823,978,284,0,3520,1702,3,3,3.00,3,0,2.9273ns,-,-,-,-,4,-,-
