Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
Exhaustive Search,1,3-0-4-1-3-4-3-2-3-1-,138,4,7,78,29,10,259,123,4,4,4.00,14,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-0-4-2-3-4-3-2-3-5-,138,4,7,78,29,10,259,123,4,4,4.00,14,0,0.34ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-0-5-1-5-4-3-3-3-0-,28,2,3,24,1,0,45,18,2,2,2.00,0,0,0.1ns,-,-,-,-,5,-,-
Exhaustive Search,1,3-0-4-1-0-4-3-2-3-1-,247,5,19,126,55,21,473,221,5,5,5.00,26,0,0.47ns,-,-,-,-,15,-,-
Exhaustive Search,1,3-3-4-1-3-4-3-2-3-1-,110,2,4,66,21,10,198,91,2,2,2.00,9,0,0.34ns,-,-,-,-,4,-,-
Exhaustive Search,1,5-3-4-1-3-1-3-2-3-1-,110,2,4,66,21,10,198,91,2,2,2.00,9,0,0.34ns,-,-,-,-,4,-,-
Exhaustive Search,1,2-3-4-1-3-4-3-2-3-1-,234,4,16,126,49,21,432,221,4,3,3.50,22,0,0.47ns,-,-,-,-,11,-,-
Exhaustive Search,1,2-0-4-4-3-4-3-3-4-1-,524,7,19,276,119,57,969,457,7,7,7.00,53,0,0.47ns,-,-,-,-,21,-,-
Exhaustive Search,1,3-3-4-3-5-1-4-2-3-1-,278,3,16,150,56,28,501,226,3,3,3.00,28,0,0.47ns,-,-,-,-,9,-,-
Exhaustive Search,1,3-0-2-1-5-4-0-2-4-1-,576,7,33,294,128,65,1070,482,7,7,7.00,56,0,0.53ns,-,-,-,-,28,-,-
Exhaustive Search,1,3-3-4-1-4-5-3-2-2-1-,789,3,116,456,106,53,1201,566,3,3,3.00,58,0,0.69ns,-,-,-,-,27,-,-
Exhaustive Search,1,3-0-5-3-0-4-0-3-5-1-,480,8,37,246,94,53,901,420,8,8,8.00,50,0,0.53ns,-,-,-,-,26,-,-
Exhaustive Search,1,3-0-5-1-5-0-3-2-3-0-,28,2,3,24,1,0,45,18,2,2,2.00,0,0,0.1ns,-,-,-,-,5,-,-
Exhaustive Search,1,2-3-3-1-0-1-0-2-3-0-,388,6,30,198,81,40,722,354,6,6,6.00,39,0,0.53ns,-,-,-,-,25,-,-
