Method,Iteration,ATTR,AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
ave_meta_50,1,1-4-0-,239,3,17,132,48,20,415,196,4,4,4.00,22,0,0.33ns,-,-,-,-,19,-,-
ave_meta_50,1,0-0-2-,1217,12,470,432,272,0,2719,1251,12,12,12.00,43,-,2.27ns,-,-,-,-,24,-,-
ave_meta_50,1,0-5-2-,1772,8,285,660,766,0,4101,1742,8,8,8.00,61,-,1.8951ns,-,-,-,-,26,-,-
ave_meta_50,1,0-1-2-,978,7,488,270,198,0,2062,998,7,7,7.00,22,-,2.27ns,-,-,-,-,47,-,-
ave_meta_50,1,0-3-2-,905,8,481,270,137,0,1891,924,8,8,8.00,17,-,2.27ns,-,-,-,-,32,-,-
ave_meta_50,1,0-4-1-,1682,9,1094,432,133,0,3352,1693,9,9,9.00,23,-,3.4101ns,-,-,-,-,13,-,-
ave_meta_50,1,1-4-4-,175,6,101,48,18,0,409,212,7,6,6.50,8,0,0.402ns,-,-,-,-,14,-,-
ave_meta_50,1,1-3-1-,218,2,10,120,43,28,369,166,3,3,3.00,17,0,0.47ns,-,-,-,-,8,-,-
ave_meta_50,1,0-3-1-,1924,13,891,654,336,0,3818,1755,13,13,13.00,43,-,3.4101ns,-,-,-,-,25,-,-
ave_meta_50,1,1-4-1-,198,2,5,114,42,20,337,161,3,3,3.00,17,0,0.33ns,-,-,-,-,4,-,-
ave_meta_50,1,0-5-0-,1389,6,267,642,438,0,2958,1361,6,6,6.00,42,-,1.8201ns,-,-,-,-,34,-,-
ave_meta_50,1,0-2-3-,2657,8,884,1188,551,0,5090,2294,8,8,8.00,34,-,2.7201ns,-,-,-,-,12,-,-
ave_meta_50,1,1-3-3-,137,5,54,54,22,0,287,149,6,5,5.50,7,0,0.4ns,-,-,-,-,19,-,-
ave_meta_50,1,1-1-3-,76,3,21,36,11,0,145,71,4,4,4.00,8,0,0.4ns,-,-,-,-,19,-,-
ave_meta_50,1,0-4-3-,1365,8,891,252,205,0,3123,1542,8,8,8.00,17,-,2.96ns,-,-,-,-,16,-,-
ave_meta_50,1,1-1-4-,54,2,18,30,5,0,91,45,3,3,3.00,1,0,0.26ns,-,-,-,-,16,-,-
ave_meta_50,1,1-1-2-,79,3,23,36,12,0,152,74,4,4,4.00,8,0,0.4ns,-,-,-,-,23,-,-
ave_meta_50,1,0-2-4-,3401,4,2129,972,290,0,6824,3426,4,4,4.00,10,-,3.46ns,-,-,-,-,4,-,-
ave_meta_50,1,1-1-0-,269,3,31,138,52,25,467,218,4,4,4.00,23,0,0.52ns,-,-,-,-,31,-,-
ave_meta_50,1,1-2-3-,23,2,3,18,2,0,32,18,3,3,3.00,0,0,0.14ns,-,-,-,-,4,-,-
ave_meta_50,1,0-4-4-,4680,12,2022,786,1707,0,11415,4783,12,12,12.00,165,-,3.51ns,-,-,-,-,28,-,-
ave_meta_50,1,0-3-3-,1950,8,935,318,642,0,4888,2214,8,8,8.00,55,-,2.96ns,-,-,-,-,30,-,-
ave_meta_50,1,1-2-0-,42,2,10,30,2,0,53,29,3,3,3.00,0,0,0.17ns,-,-,-,-,16,-,-
ave_meta_50,1,1-0-3-,23,2,3,18,2,0,32,18,3,3,3.00,0,0,0.14ns,-,-,-,-,4,-,-
ave_meta_50,1,0-1-3-,1536,7,902,276,323,0,3535,1702,7,7,7.00,35,-,2.96ns,-,-,-,-,39,-,-
ave_meta_50,1,0-2-1-,2394,17,465,1182,707,0,4620,1856,17,17,17.00,40,-,2.4ns,-,-,-,-,17,-,-
ave_meta_50,1,0-0-3-,2657,8,884,1188,551,0,5090,2294,8,8,8.00,34,-,2.7201ns,-,-,-,-,12,-,-
ave_meta_50,1,0-1-4-,2334,6,1731,276,276,0,5064,2545,6,6,6.00,51,-,3.3401ns,-,-,-,-,34,-,-
ave_meta_50,1,0-0-4-,3401,4,2129,972,290,0,6824,3426,4,4,4.00,10,-,3.46ns,-,-,-,-,4,-,-
ave_meta_50,1,0-3-4-,3542,8,2164,876,408,0,7062,3493,8,8,8.00,94,-,3.51ns,-,-,-,-,32,-,-
ave_meta_50,1,0-0-0-,704,18,267,252,131,0,1618,775,18,18,18.00,54,-,1.4801ns,-,-,-,-,46,-,-
